date,mine,nps_score,first_name,last_name,customer_observations
02-08-2024,SEMIRARA MINING CORPORATION,8,KENNETH,CONTRERAS,"WE'RE USING THE LASER, RADAR, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR DELIVERING REAL-TIME ALERTS, PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. WE'VE BENEFITED FROM THE ONSITE INSTALLATION, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. ITÂ€™S MADE A NOTICEABLE DIFFERENCE IN OUR OPERATIONS."
03-08-2024,BHP QUEENSLAND COAL,8,DIANE,SUPRIYATNA,"OUR SITE RELIES ON THE GROUND MOVEMENT DETECTOR, RADAR EQUIPPED WITH DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS, REAL-TIME ALERTS. APPRECIATE THE 24/7 MONITORING HAS BEEN RELIABLE. THIS HAS REALLY IMPROVED OUR CONFIDENCE IN SLOPE STABILITY."
03-08-2024,SAN CRISTÓBAL,9,MICHAEL,MOREIRA,"WE'RE USING THE SEISMIC SENSOR PROVIDING REAL-TIME ALERTS, PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. SUPPORT FROM THE SUPPORT DESK HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
04-08-2024,MUTANDA MINE,7,JAMES,MENA,"WE'RE USING THE RADAR, GROUND MOVEMENT DETECTOR, SEISMIC SENSOR FEATURING REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. WE'RE PLEASED WITH THE 24/7 MONITORING, ONSITE INSTALLATION, MAINTENANCE SERVICE HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
04-08-2024,LAKE LINDSAY - CAPCOAL,8,PATRICIA,MOREIRA,"OUR SITE RELIES ON THE RADAR, SEISMIC SENSOR, LASER, GROUND MOVEMENT DETECTOR PROVIDING DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. APPRECIATE THE MAINTENANCE SERVICE HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
04-08-2024,TELFER,9,TYLER,COUTINHO,"OUR SITE RELIES ON THE GROUND MOVEMENT DETECTOR, LASER, RADAR DELIVERING REAL-TIME ALERTS, PREDICTIVE ANALYTICS. WE'RE PLEASED WITH THE ONSITE INSTALLATION, 24/7 MONITORING, MAINTENANCE SERVICE, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
04-08-2024,UNITED GEOTECH CORP,4,SARA,MORALES,"THE AGREED-UPON REGULAR SUPPORT AND MAINTENANCE IS NOT CONSISTENTLY PROVIDED. THE TECHNICAL STAFF'S VISITS ARE VERY RARE. WE'VE ONLY HAD ONE DETAILED MAINTENANCE SERVICE THIS YEAR. I'M NOT SURE IF THEY JUST HAVE STAFF ISSUES. THE PRODUCT IS GOOD, THE ONLINE SUPPORT IS GOOD, BUT THE ON-SITE MAINTENANCE IS VERY POOR.  I'VE DISCUSSED THIS ISSUE WITH THEIR MANAGER, AND I'M HOPEFUL THAT IMPROVEMENTS WILL BE MADE."
05-08-2024,VALE AGUA LIMPA,10,CHRISTOPHER,PALOMINO,"WE GOT THE SEISMIC SENSOR FEATURING PREDICTIVE ANALYTICS. THE SUPPORT DESK, 24/7 MONITORING, MAINTENANCE SERVICE, ONSITE INSTALLATION, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
05-08-2024,MUTANDA MINE,10,JONATHAN,COWAN,"OUR SITE RELIES ON THE RADAR, GROUND MOVEMENT DETECTOR DELIVERING PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. THE ONSITE INSTALLATION, SUPPORT DESK HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
05-08-2024,SUMMIT GEOTECH INC,8,KEVIN,COOPER,I RECOMMEND BUT SUGGEST TO ADD MORE PIXELS AND FASTER SCANNING.
05-08-2024,TITAN EXPLORATION INC,9,MICHELLE,REED,"THE SUPPORT IS GREAT, THEY KNOW WHAT THEIR CUSTOMER NEEDS. THEY GIVE PROMPT AND CLEAR RESPONSES WHENEVER WE NEED ASSISTANCE."
06-08-2024,RADOMIRO TOMIC,6,JESSICA,SEBASTIAO,"THE TEAM DEPLOYED GROUND MOVEMENT DETECTOR PROVIDING REAL-TIME ALERTS, PREDICTIVE ANALYTICS. THE 24/7 MONITORING, SUPPORT DESK HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
06-08-2024,PIEDRAS VERDES COPPER MINE,9,REBECCA,CASTILLO,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR, LASER, RADAR THAT COMES WITH DATA VISUALIZATION DASHBOARD. WE'RE PLEASED WITH THE SUPPORT DESK, ONSITE INSTALLATION, MAINTENANCE SERVICE, REMOTE DIAGNOSTICS, 24/7 MONITORING HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
07-08-2024,ASARCO MISSION,8,ASHLEY,P. LOZADA,"WE'RE CURRENTLY TRIALING THE LASER WHICH INCLUDES PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. THEIR SUPPORT DESK, MAINTENANCE SERVICE, 24/7 MONITORING HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
07-08-2024,QUELLAVECO,9,JESSICA,PRABAWA,"OUR SITE RELIES ON THE SEISMIC SENSOR WHICH INCLUDES DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS, PREDICTIVE ANALYTICS. WE'RE PLEASED WITH THE SUPPORT DESK, 24/7 MONITORING, MAINTENANCE SERVICE HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
07-08-2024,CERRO VERDE,6,MORGAN,ROCHA,"WE'VE INSTALLED RADAR, GROUND MOVEMENT DETECTOR, SEISMIC SENSOR, LASER DELIVERING PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. WE'VE BENEFITED FROM THE MAINTENANCE SERVICE HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
07-08-2024,CERRO CORONA,8,TARA,FREDERICKS,"OUR SITE RELIES ON THE GROUND MOVEMENT DETECTOR, SEISMIC SENSOR DELIVERING PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. THE REMOTE DIAGNOSTICS, MAINTENANCE SERVICE, SUPPORT DESK, ONSITE INSTALLATION HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
08-08-2024,REGIS RESOURCES,10,CHELSEA,YOUNG,"WE'VE INSTALLED RADAR, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR, LASER WHICH INCLUDES PREDICTIVE ANALYTICS. SUPPORT FROM THE REMOTE DIAGNOSTICS HAS BEEN RELIABLE. THIS HAS REALLY IMPROVED OUR CONFIDENCE IN SLOPE STABILITY."
08-08-2024,ANGLOAMERICAN BARRO ALTO,9,NICOLE,KEITUMETSE,"THE TEAM DEPLOYED GROUND MOVEMENT DETECTOR PROVIDING DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. WE'RE PLEASED WITH THE REMOTE DIAGNOSTICS, 24/7 MONITORING, ONSITE INSTALLATION HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
08-08-2024,ANTUCOYA,9,PETER,ALVES SANTOS,"OUR SITE RELIES ON THE GROUND MOVEMENT DETECTOR THAT COMES WITH DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS, PREDICTIVE ANALYTICS. WE'VE BENEFITED FROM THE REMOTE DIAGNOSTICS, 24/7 MONITORING HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
09-08-2024,COPPER EXPLORATION HOLDINGS,9,NICOLE,BRYAN,"I'M PRETTY HAPPY WITH THE SERVICE BUT I THINK FOR US, WE DON'T HAVE AN IN-COUNTRY SUPPORT IN SOUTH AFRICA SO THAT'S THE ONLY PROBLEM ESPECIALLY WHEN WE NEED REPLACEMENT FOR PARTS AND THE DISTANCE FROM WHERE THEY GET A TECHNICIAN TO COME OUT, IT TAKES A BIT OF TIME. SO IF THEY CAN HAVE AN OFFICE IN SOUTH AFRICA, THAT WOULD BE A LOT BETTER."
10-08-2024,ST IVES GOLD MINE,7,BRIAN,ZHANG,"OUR SITE RELIES ON THE RADAR PROVIDING PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. APPRECIATE THE MAINTENANCE SERVICE, ONSITE INSTALLATION, SUPPORT DESK HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
10-08-2024,GOLD MINERALS LTD,10,DEBORAH,SANTIAGO,HIGHLY RECOMMEND DUE TO AN EXCELLENT SERVICE AND GREAT EQUIPMENT.
11-08-2024,PT PAMAPERSADA NUSANTARA (PAMA),8,DAWN,SENA,"WE'RE CURRENTLY TRIALING THE RADAR, LASER, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR FEATURING REAL-TIME ALERTS. THEIR ONSITE INSTALLATION, SUPPORT DESK, REMOTE DIAGNOSTICS, 24/7 MONITORING HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
12-08-2024,HAIL CREEK COLLIERY,8,CATHERINE,SMALLBONE,"WE'RE USING THE LASER DELIVERING DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS, PREDICTIVE ANALYTICS. THE ONSITE INSTALLATION, REMOTE DIAGNOSTICS, MAINTENANCE SERVICE, 24/7 MONITORING, SUPPORT DESK HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
12-08-2024,NCHANGA MINE,10,GREGORY,VENIZ,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR, LASER, SEISMIC SENSOR, RADAR PROVIDING REAL-TIME ALERTS, PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. THEIR 24/7 MONITORING, MAINTENANCE SERVICE HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
12-08-2024,PRIME MINERALS GROUP,10,BOBBY,ROBBINS,"THEY HAVE BEEN EXTREMELY RECEPTIVE TO EVERYTHING, AND WE HAVE NO ISSUES WITH COMPANY AT ALL. EVERYTHING WORKS ADEQUATELY WELL."
13-08-2024,"OYU TOLGOI, UMNUGOVI",10,ROBERT,NUGRAHA,"WE'RE CURRENTLY TRIALING THE SEISMIC SENSOR, GROUND MOVEMENT DETECTOR, RADAR DELIVERING REAL-TIME ALERTS, PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. APPRECIATE THE ONSITE INSTALLATION, 24/7 MONITORING HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
15-08-2024,TOROMOCHO,8,JOSHUA,BERGH,"THE TEAM DEPLOYED LASER, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR WHICH INCLUDES PREDICTIVE ANALYTICS, REAL-TIME ALERTS. APPRECIATE THE REMOTE DIAGNOSTICS, SUPPORT DESK HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
16-08-2024,GAHCHO KUE,10,BRENDA,UMUTONIWASE,"WE'RE CURRENTLY TRIALING THE RADAR, SEISMIC SENSOR PROVIDING REAL-TIME ALERTS. APPRECIATE THE MAINTENANCE SERVICE, 24/7 MONITORING, REMOTE DIAGNOSTICS, ONSITE INSTALLATION HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
16-08-2024,ANGLOAMERICAN - SERRA DO SAPO,8,STEPHANIE,MALESA,"THE TEAM DEPLOYED LASER DELIVERING PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. THEIR 24/7 MONITORING HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
17-08-2024,YARA BRASIL,8,JESSE,KEITUMETSE,"OUR SITE RELIES ON THE LASER, RADAR, GROUND MOVEMENT DETECTOR, SEISMIC SENSOR THAT COMES WITH PREDICTIVE ANALYTICS. THEIR ONSITE INSTALLATION, REMOTE DIAGNOSTICS, SUPPORT DESK HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
17-08-2024,PT ARUTMIN INDONESIA,9,KAITLYN,HAKIM,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR, RADAR, SEISMIC SENSOR WHICH INCLUDES REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. WE'VE BENEFITED FROM THE REMOTE DIAGNOSTICS HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
17-08-2024,NORTHERN MINING GROUP,9,KATHRYN,REYES,"THE SERVICE IS GOOD BUT THERE IS ROOM FOR IMPROVEMENT, FOR EXAMPLE, THE COST COULD BE MORE AFFORDABLE."
18-08-2024,PT PAMAPERSADA NUSANTARA (PAMA),9,MARK,PALOMINO,"WE'VE INSTALLED LASER, RADAR, GROUND MOVEMENT DETECTOR, SEISMIC SENSOR FEATURING DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS, PREDICTIVE ANALYTICS. WE'VE BENEFITED FROM THE SUPPORT DESK HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
18-08-2024,QUELLAVECO,10,VICTOR,PETER,"WE GOT THE RADAR, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR, LASER FEATURING PREDICTIVE ANALYTICS. APPRECIATE THE MAINTENANCE SERVICE HAS BEEN RELIABLE. THIS HAS REALLY IMPROVED OUR CONFIDENCE IN SLOPE STABILITY."
18-08-2024,NORTHERN DRILLING INDUSTRIES,10,BRANDON,WYATT,"I AM FROM JOB SECURITY. THE SERVICE AND THE PRODUCTS ARE WELL-EVALUATED, AND THERE ARE NO COMPLAINTS FROM THE COMPANY TO GP."
19-08-2024,HAIL CREEK COLLIERY,9,ANTHONY,DLOKWENI,"WE'RE USING THE SEISMIC SENSOR, RADAR EQUIPPED WITH REAL-TIME ALERTS. APPRECIATE THE MAINTENANCE SERVICE, 24/7 MONITORING, ONSITE INSTALLATION HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
19-08-2024,BHP QUEENSLAND COAL,6,MICHAEL,TURNER,"WE'VE INSTALLED RADAR, GROUND MOVEMENT DETECTOR, SEISMIC SENSOR WHICH INCLUDES DATA VISUALIZATION DASHBOARD. SUPPORT FROM THE 24/7 MONITORING, MAINTENANCE SERVICE, SUPPORT DESK, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
19-08-2024,RED RESOURCES VENTURES,8,SABRINA,MARTIN,"COMPANY IS REALLY SUPPORTIVE ESPECIALLY WITH THEIR 24/7 MONITORING. SOFTWARE IS GREAT, I GIVE THEM A 10 FOR THAT, BUT WE'VE BEEN HAVING ISSUES WITH THE HARDWARE COMPONENTS OF THE SYSTEM AND SOMETIMES IT TAKES THEM A WHILE TO RESPOND AND HAVE A TECH SPECIALIST COME OUT TO FIX THE ISSUE."
19-08-2024,IRON ORE PLC,8,ASHLEY,WILCOX,I LIKE THE TEAMWORK.
20-08-2024,VALE GONGO SOCO,8,NICOLE,STEFANO,"WE'VE INSTALLED GROUND MOVEMENT DETECTOR EQUIPPED WITH PREDICTIVE ANALYTICS, REAL-TIME ALERTS. THE MAINTENANCE SERVICE, ONSITE INSTALLATION, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
20-08-2024,QUELLAVECO,9,RICARDO,FIRDAUS,"THE TEAM DEPLOYED RADAR, SEISMIC SENSOR WHICH INCLUDES PREDICTIVE ANALYTICS. THEIR REMOTE DIAGNOSTICS, MAINTENANCE SERVICE, ONSITE INSTALLATION HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
20-08-2024,GIBRALTAR MINE,10,TANYA,CRAIG,"WE'RE USING THE GROUND MOVEMENT DETECTOR, RADAR, SEISMIC SENSOR PROVIDING PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. SUPPORT FROM THE REMOTE DIAGNOSTICS, SUPPORT DESK, ONSITE INSTALLATION HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
21-08-2024,ANDINA,7,ANNA,MOREIRA,"WE'VE INSTALLED SEISMIC SENSOR, LASER PROVIDING PREDICTIVE ANALYTICS. SUPPORT FROM THE MAINTENANCE SERVICE, SUPPORT DESK, REMOTE DIAGNOSTICS, 24/7 MONITORING HAS BEEN RELIABLE. THIS HAS REALLY IMPROVED OUR CONFIDENCE IN SLOPE STABILITY."
21-08-2024,LAKE LINDSAY - CAPCOAL,9,PHYLLIS,VELASQUEZ,"WE'RE USING THE SEISMIC SENSOR FEATURING REAL-TIME ALERTS. WE'RE PLEASED WITH THE REMOTE DIAGNOSTICS, ONSITE INSTALLATION, 24/7 MONITORING, SUPPORT DESK, MAINTENANCE SERVICE HAS BEEN RELIABLE. ITÂ€™S MADE A NOTICEABLE DIFFERENCE IN OUR OPERATIONS."
21-08-2024,EASTERN RESOURCES INC,8,ANDREA,JACKSON,"I'M GIVING A RATING OF 8/10, BASED NOT ON THE SUPPORT FROM COMPANY BUT ON THE RADAR SYSTEM. WE USE 2 TYPES OF RADARS ON-SITE — SSR-XT, AN OLDER MODEL, AND FX, THE NEWER MODEL. WE'VE BEEN HAVING ISSUES WITH THE FX OR THE NEW ONE, AS IT CONSISTENTLY TRIGGERS FALSE ALARMS FROM THE SYSTEM. HOWEVER, OVERALL, THE ASSISTANCE FROM THE TECHNICAL TEAM IS SPOT-ON."
22-08-2024,COPPER MOUNTAIN,8,MARK,DARLINGTON,"OUR SITE RELIES ON THE LASER, SEISMIC SENSOR, RADAR, GROUND MOVEMENT DETECTOR PROVIDING PREDICTIVE ANALYTICS, REAL-TIME ALERTS. WE'VE BENEFITED FROM THE 24/7 MONITORING, REMOTE DIAGNOSTICS, MAINTENANCE SERVICE, ONSITE INSTALLATION, SUPPORT DESK HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
22-08-2024,NEWLANDS COLLIERY,10,SARA,BASKORO,"WE GOT THE RADAR, LASER, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR DELIVERING DATA VISUALIZATION DASHBOARD. THE ONSITE INSTALLATION HAS BEEN RELIABLE. ITÂ€™S MADE A NOTICEABLE DIFFERENCE IN OUR OPERATIONS."
22-08-2024,EASTERN GEOTECH INDUSTRIES,7,REBECCA,GRAHAM,"I NO LONGER DEAL WITH COMPANY SINCE 2021, AND HAVE MOVED TO UNDERGROUND ACTIVITIES, BUT BASING FROM MY PAST EXPERIENCE, I REALLY RECOMMEND THEIR RADAR TECHNOLOGY FOR MONITORING PURPOSES. WE WERE USING TWO RADARS AT THAT TIME AND I CAN SAY COMPANY TECHNOLOGY IS VERY GOOD AND HAS PROVEN TO BE EFFECTIVE IN HELPING US IDENTIFY GROUND FAILURES. HOWEVER, ONE THING I SUGGEST FOR THEM TO STILL IMPROVE IS THE PRODUCT FEATURES, PARTICULARLY CONCERNING THE IMPORTING OF DATA AS WE ENCOUNTERED SOME ISSUES WITH IT BEFORE."
24-08-2024,ATLANTIC NICKEL,9,MORGAN,VAN HEERDEN,"WE'RE USING THE SEISMIC SENSOR DELIVERING PREDICTIVE ANALYTICS. SUPPORT FROM THE ONSITE INSTALLATION, 24/7 MONITORING, MAINTENANCE SERVICE, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
24-08-2024,NCHANGA MINE,8,STEPHANIE,LEIVA,"OUR SITE RELIES ON THE LASER, SEISMIC SENSOR DELIVERING PREDICTIVE ANALYTICS. THEIR ONSITE INSTALLATION, MAINTENANCE SERVICE, SUPPORT DESK HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
24-08-2024,LAKE LINDSAY - CAPCOAL,9,STEVEN,MASHIATSHITI,"OUR SITE RELIES ON THE SEISMIC SENSOR, LASER PROVIDING DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. WE'VE BENEFITED FROM THE MAINTENANCE SERVICE, 24/7 MONITORING, ONSITE INSTALLATION, SUPPORT DESK HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
25-08-2024,GREEN RESOURCES PARTNERS,8,NICOLE,LARSON,GOOD SERVICE AND SUPPORT.
26-08-2024,IRON MINERALS PLC,8,AARON,BECK,"WE'RE NOT USING COMPANY TECHNOLOGY MUCH IN HYDROLOGY DEPT. NOW, BUT AS FAR AS I REMEMBER WHEN I WAS STILL IN GEOTECH DEPT. A FEW YEARS AGO, THE TECHNICIANS THAT COME TO SITE DIDN'T SEEM TO HAVE ENOUGH SKILLS AND EXPERIENCE NEEDED TO SOLVE THE ISSUES WE HAVE ON SITE."
27-08-2024,LIHIR GOLD MINE,8,CATHERINE,DARLINGTON,"WE'VE INSTALLED LASER, RADAR, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR EQUIPPED WITH REAL-TIME ALERTS. APPRECIATE THE REMOTE DIAGNOSTICS, 24/7 MONITORING HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
27-08-2024,ANDINA,8,DEREK,SALEM,"WE'RE USING THE SEISMIC SENSOR, RADAR, LASER EQUIPPED WITH DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. WE'RE PLEASED WITH THE REMOTE DIAGNOSTICS, SUPPORT DESK HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
27-08-2024,LA SINO-CONGOLAISE DES MINES S.A. ??????????,7,JAMES,SHIJIRBAATAR,"OUR SITE RELIES ON THE LASER EQUIPPED WITH PREDICTIVE ANALYTICS. SUPPORT FROM THE REMOTE DIAGNOSTICS, 24/7 MONITORING, SUPPORT DESK, ONSITE INSTALLATION HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
28-08-2024,PINOS ALTOS OPEN PIT,9,JILL,MTHEMBI,"WE GOT THE GROUND MOVEMENT DETECTOR EQUIPPED WITH DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. WE'VE BENEFITED FROM THE ONSITE INSTALLATION, 24/7 MONITORING, MAINTENANCE SERVICE, REMOTE DIAGNOSTICS, SUPPORT DESK HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
28-08-2024,VALE AGUA LIMPA,9,ROBERT,LANGEVIN,"WE'RE USING THE SEISMIC SENSOR PROVIDING DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS, REAL-TIME ALERTS. SUPPORT FROM THE 24/7 MONITORING, MAINTENANCE SERVICE, REMOTE DIAGNOSTICS, SUPPORT DESK, ONSITE INSTALLATION HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
28-08-2024,PIONEER ORE GROUP,9,MARY,MARTINEZ,"COMPANY IS OPTIMAL FOR OUR COMPANY, AND I WOULD SURELY RECOMMEND THEM TO OTHER MINE SITES BECAUSE THEY'RE VERY USEFUL. ONE THING THAT COULD BE IMPROVED IS MAYBE ON THE TECHNICAL ASPECT, BECAUSE WE HAVE ENCOUNTERED SOME ISSUES, PARTICULARLY WITH THE PARTS OF THE EQUIPMENT."
29-08-2024,KOURA GROUP LAS CUEVAS MINE,9,KAYLA,PASUBONDO,"THE TEAM DEPLOYED GROUND MOVEMENT DETECTOR DELIVERING DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. THEIR REMOTE DIAGNOSTICS, 24/7 MONITORING, SUPPORT DESK, ONSITE INSTALLATION HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
29-08-2024,EASTERN RESOURCES ENTERPRISES,9,BRITTANY,MARKS,"I LEFT THE COMPANY NOVEMBER LAST YEAR BUT BASING FROM MY EXPERIENCE WITH COMPANY, THEIR SERVICE IS EXCELLENT. WE HAD A COUPLE OF ISSUES OR PROBLEMS WITH THE RADAR SYSTEM AND SOME LIMITATIONS TO THE USE OF THEIR TECHNOLOGY, BUT OVERALL, THEY'RE VERY GOOD."
30-08-2024,SOUTHERN EXTRACTION PARTNERS,10,BOBBY,MARQUEZ,"THE COMPANY SERVICE IS EXCELLENT, THEY ALWAY RESOLVE ISSUES QUICKLY. WITH REGARD TO PRODUCTS, NO MAJOR ISSUES. I RECOMMEND THEM."
30-08-2024,EASTERN PROSPECTING CO,8,JOSHUA,ROBINSON,"THE SUPPORT IS GOOD BUT WE HAVE BEEN HAVING ISSUES WITH THE RADAR FROM TIME TO TIME. THE TYPE OF RADAR THAT WE HAVE CURRENTLY IS THE SSR-FX MODEL, THE LATEST ONE, WHICH GOT A LOT OF DOWNFALLS AS COMPARED TO THE XT MODEL, SO I GUESS THE PROBLEM IS WITH THE MODEL TYPE. OTHER THAN THAT, THEY'RE GOOD."
31-08-2024,GERDAU S/A - VARZEA DO LOPES,10,LUIS,VALDES,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR, RADAR, LASER DELIVERING DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. APPRECIATE THE SUPPORT DESK, MAINTENANCE SERVICE, ONSITE INSTALLATION, 24/7 MONITORING, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. THIS HAS REALLY IMPROVED OUR CONFIDENCE IN SLOPE STABILITY."
31-08-2024,WESTERN PROSPECTING LTD,8,MICHAEL,DORSEY,"YES, I WOULD RECOMMEND BECAUSE THE SERVICE IS REALLY GOOD WHEN LEASING, HOWEVER, WHEN IT IS A SALE IT’S NOT AS GOOD."
31-08-2024,PIONEER METALS CO,9,SAVANNAH,HERNANDEZ,"I'M HAPPY WITH COMPANY. THERE ARE SOME SERVICES THEY'RE STILL CATCHING UP ON, BUT THEY'RE ACTIVELY WORKING ON IT."
31-08-2024,GREEN MINERALS INC,9,CHLOE,JONES,"A SUGGESTION IS ON HAVING AN ADVANCED MAINTENANCE TECHNOLOGY FOR THE RADAR, BUT I ENJOY THE VERY GOOD SUPPORT FROM COMPANY, WHICH IS GOOD. THEY HAVE IMPROVED A LOT FROM THE PREVIOUS."
